patent_id,title,authors,abstract,detail_url,application_no,publication_no,registration_no,application_date,publication_date,registration_date,ipc,pdf_links,score,matched_keywords
P13845,NEUTRON DETECTOR AND NEUTRON IMAGE DETECTOR WITH SCINTILLATOR PLATE,中村 龍也 ; 海老根 守澄 ; 美留町 厚 ; 大図 章 ; 片桐 政樹; 寄林 豊* ; 筒井 紀彰*,"A neutron detector without 3 He gas, provided with a translucent type plate neutron scintillator having the structure capable to emit fluorescence from double-sides; the neutron scintillator is composed of ZnS fluorescent substance and a neutron converter which contains 6 Li or 10 B, and arranged at an angle of 45 degrees from the neutrons which are incident in parallel all together, inside of a cylindrical detector housing with the circular or square section where the specular reflector with the reflectance of 90% or more is arranged internally, and the fluorescence emitted when the neutron enters the scintillator is detected by two photo multipliers arranged on both sides, and signals output from these two photo multipliers are processed to be taken out as a neutron signal.",https://jopss.jaea.go.jp/search/servlet/search?P13845,13176901.0,2687870,2687870,2013/07/17,2014/01/22,2020/09/02,G01T 3/06 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13845A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13845A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13845B.pdf,5,ai
P13844,Detecteur de neutrons et detecteur d'image de neutrons avec une plaque-scintillateur,中村 龍也 ; 海老根 守澄 ; 美留町 厚 ; 大図 章 ; 片桐 政樹; 寄林 豊* ; 筒井 紀彰*,"A neutron detector without 3 He gas, provided with a translucent type plate neutron scintillator having the structure capable to emit fluorescence from double-sides; the neutron scintillator is composed of ZnS fluorescent substance and a neutron converter which contains 6 Li or 10 B, and arranged at an angle of 45 degrees from the neutrons which are incident in parallel all together, inside of a cylindrical detector housing with the circular or square section where the specular reflector with the reflectance of 90% or more is arranged internally, and the fluorescence emitted when the neutron enters the scintillator is detected by two photo multipliers arranged on both sides, and signals output from these two photo multipliers are processed to be taken out as a neutron signal.",https://jopss.jaea.go.jp/search/servlet/search?P13844,13176901.0,2687870,2687870,2013/07/17,2014/01/22,2020/09/02,G01T 3/06 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13844A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13844A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13844B.pdf,5,ai
P13703,PROCEDE DE PRODUCTION DE METHYLIMINOBISDIALKYLACETAMIDE,佐々木 祐二; 折山 剛* ; 大橋 朗*,"L'invention concerne un procede permettant de produire en toute securite et de maniere efficace des methylimino-N,N-dialkylacetamides. Les methyliminio-N,N-dialkylacetamides peuvent être utilises comme substance d'extraction pour extraire le Pd, le Tc, le Mo et le Pu contenus dans un dechet liquide hautement radioactif. L'invention concerne egalement un methyliminio-N,N-dialkylacetamide represente par la formule generale (I) : CH - N - (CH CON (R) ) ....(I) (dans laquelle, R est un groupe alkyle contenant de 2 a 12 carbones), qui est obtenu par le melange de l'acide methyliminodiacetique et du methylimidazole dans du dichloromethane anhydre, l'ajout de chlorure de p-toluenesulfonyle pour obtenir, comme intermediaire, un compose d'imidazole ayant reagi avec l'acide methyliminodiacetique et l'ajout d'une amine secondaire a cet intermediaire.",https://jopss.jaea.go.jp/search/servlet/search?P13703,1250176,2970251,2970251,2012/01/06,2012/07/13,2013/02/08,C07C 231/02:C07C 233/05:C07C 237/06,https://jopss.jaea.go.jp/pdfdata/P1/P13703A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13703A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13703B.pdf,5,ai
P13577,NEUTRON IMAGE DETECTIING METHOD AND NEUTRON IMAGE DETECTOR USING ITS METHOD,中村 龍也 ; 片桐 政樹 ; 海老根 守澄 ; 美留町 厚; 寄林 豊*,"A neutron image detection method is disclosed, which collects a fluorescent light generated by a neutron incident at a designated position interval in one-dimensional geometry and determines an incident position of the neutron by detecting the collected fluorescent light, in which the fluorescent light is detected by a photon counting method; a pulse signal generated by an individual output photon is extracted on the basis of a clock signal generated with the same time interval as the time width of the pulse signal generated by a signal photon; a count-value distribution is obtained in terms of incident position as variable determined by a signal neutron incident by counting the pulse signal output; and a neutron incident position is determined by a calculating a median point on the basis of the obtained count-value distribution.",https://jopss.jaea.go.jp/search/servlet/search?P13577,13/035248,2011/0284750,8253107,2011/02/25,2011/11/24,2012/08/28,G01T 1/10 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13577A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13577A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13577B.pdf,5,ai
P13578,NEUTRON IMAGE DETECTING METHOD AND NEUTRON IMAGE DETECTOR USING ITS METHOD,中村 龍也 ; 片桐 政樹 ; 海老根 守澄 ; 美留町 厚; 寄林 豊*,"A neutron image detection method is disclosed, which collects a fluorescent light generated by a neutron incident at a designated position interval in one-dimensional geometry and determines an incident position of the neutron by detecting the collected fluorescent light, in which the fluorescent light is detected by a photon counting method; a pulse signal generated by an individual output photon is extracted on the basis of a clock signal generated with the same time interval as the time width of the pulse signal generated by a single photon; a count-value distribution is obtained in terms of incident position as variable determined by a single neutron incident by counting the pulse signal output; and a neutron incident position is determined by calculating a median point on the basis of the obtained count-value distribution.",https://jopss.jaea.go.jp/search/servlet/search?P13578,11001589.8,2386879,2386879,2011/02/25,2011/11/16,2021/05/05,G01T 3/06 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13578A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13578A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13578B.pdf,5,ai
P13579,NEUTRON IMAGE DETECTING METHOD AND NEUTRON IMAGE DETECTOR USING ITS METHOD,中村 龍也 ; 片桐 政樹 ; 海老根 守澄 ; 美留町 厚; 寄林 豊*,"A neutron image detection method is disclosed, which collects a fluorescent light generated by a neutron incident at a designated position interval in one-dimensional geometry and determines an incident position of the neutron by detecting the collected fluorescent light, in which the fluorescent light is detected by a photon counting method; a pulse signal generated by an individual output photon is extracted on the basis of a clock signal generated with the same time interval as the time width of the pulse signal generated by a single photon; a count-value distribution is obtained in terms of incident position as variable determined by a single neutron incident by counting the pulse signal output; and a neutron incident position is determined by calculating a median point on the basis of the obtained count-value distribution.",https://jopss.jaea.go.jp/search/servlet/search?P13579,11001589.8,2386879,2386879,2011/02/25,2011/11/16,2021/05/05,G01T 3/06 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13579A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13579A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13579B.pdf,5,ai
P13090,Vient Flamingo,長谷 純宏 ; 田中 淳; 飯塚 正英* ; 木村 康夫* ; 関口 政行*,"A new and distinct cultivar of Osteospermum plant named `Vient Flamingo`,characterized by its compact, semi-upright, outwardly spreading andmounded plant habit; freely branching growth habit; freely floweringhabit; large daisy-type inflorescences with yellow-colored ray floretswith red purple-colored venation; and good garden performance.",https://jopss.jaea.go.jp/search/servlet/search?P13090,12/152677,,PP20332,2008/05/14,,2009/09/22,,,5,ai
P50585,METHOD FOR SYNTHESIZING TETRAALKYLNITRILOACETIC ACID DIACETAMIDE COMPOUND,下条 晃司郎 ; 長縄 弘親; not registered,"In synthesis of a compound represented by the General Formula (1) or a salt thereof, nitrilotriacetic acid as its raw material is reacted with a dehydrating agent to allow dehydration, and the resulting nitrilotriacetic acid anhydride is reacted with a dialkylamine to obtain a reaction intermediate product. The reaction intermediate product is then similarly reacted with a dehydrating agent to allow dehydration, and the resulting reaction intermediate anhydride is reacted with a dialkylamine to synthesize a tetraalkylnitriloacetic acid diacetamide compound.",https://jopss.jaea.go.jp/search/servlet/search?P50585,2018/005628,,1026010,2018/09/13,,2019/09/12,C07C 231/02:C07C 237/06,https://jopss.jaea.go.jp/pdfdata/P1/P50585A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P50585A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P50585B.pdf,5,ai
P53264,観測点決定装置及び観測点決定方法,町田 昌彦; not registered,【課題】観測点数を極力少なくしながら観測対象を確実に観測できるよう観測点の最適化を図る。 【解決手段】観測点決定装置1は、対象区域の構造物の表面を分割して複数の格子面を作成する格子面作成部13と、対象区域内の空間を分割して複数の空間格子点を作成する空間格子点作成部16と、を備える。観測点決定装置1は、観測点における観測結果から観測対象を推定する逆推定が成功する観測点の最少点数を、観測対象の数と格子面の数とに基づいて決定する最少点数決定部15を備える。観測点決定装置1は、各格子面の任意の点と空間格子点とを結ぶ直線が当該空間格子点に直接到達するか否かを、空間格子点毎に判定する直達判定部17と、観測点の最少点数と直達判定部17の判定結果とに基づいて観測点を決定する観測点決定部19と、を備える。,https://jopss.jaea.go.jp/search/servlet/search?P53264,2022-083280,2023-171063,7605492,2022/05/20,2023/12/01,2024/12/16,G01T 1/16(2006.01):G01T 1/167(2006.01):G21C 17/00(2006.01):G21C 17/013(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P53264A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P53264A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P53264B.pdf,4,"推定, 最適化"
P51880,核物質検知装置、核物質検知方法、試料分析方法,米田 政夫 ; 藤 暢輔; not registered,【課題】一次中性子成分と、これによって試料から発生する二次中性子成分が共に検出される場合に、適切に二次中性子成分を認識して試料の分析を行う。 【解決手段】中性子検出器20は、中性子1個を吸収する度にパルス出力をする。解析装置30は、中性子検出器20における中性子の検出タイミングの時間差を算出する時間差算出部31と、この時間差のデータから上記の認識を行う解析部32を具備する。時間差算出部31は、中性子検出器20が中性子を検出した度に、この検出タイミングよりも前に中性子を検出した検出タイミングとの時間差ΔTを算出し、解析部32はこの値を認識し、認識されたΔTの全てを記憶し、測定の終了後にそのヒストグラムを生成する。ΔTのヒストグラムから試料Sにおける核物質の検知、その含有量を推定することができる。,https://jopss.jaea.go.jp/search/servlet/search?P51880,2020-006793,2021-113751,7281816,2020/01/20,2021/08/05,2023/05/18,G21C 17/00 (2006.01):G21C 17/06 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P51880A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P51880A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P51880B.pdf,4,"推定, 認識"
P50720,組成分析方法及び組成分析装置、硬度算出方法及び硬度算出装置,阿部 雄太 ; 中桐 俊男; 川上 智彦*,【課題】金属を主成分とする材料中のO、Bの組成や材料の硬度を非接触で精密に算出できる。 【解決手段】図5の関係より、上記の方法で算出された(B/O)/M値のみからビッカース硬度を推定することは一般的には困難である。しかしながら、試料が図5におけるZを挟んだどちらの領域にあるかを判定することができれば、(B/O)/M値からビッカース硬度を推定することができる。前記の通り、図5におけるZよりも左側の領域はOの組成比が大きい場合であり、Zよりも右側の領域はBの組成比が大きな場合に対応する。このため、前記のO/M値、B/M値に応じてこの試料がどちらの領域に属するかを認識することができる。結局、(B/O)/M値から前記の一次式を用いてビッカース硬度を算出することができる。,https://jopss.jaea.go.jp/search/servlet/search?P50720,2018-199316,2020-067337,7116420,2018/10/23,2020/04/30,2022/08/02,G01N 21/71 (2006.01):G01N 3/42 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P50720A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P50720A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P50720B.pdf,4,"推定, 認識"
P50880,放射線分布の3次元表示方法及び装置,鳥居 建男 ; 佐藤 優樹; 小澤 慎吾* ; 菅原 洋*,【課題】地表の広い範囲における放射性物質の位置を高精度で検出して3次元表示可能とする。 【解決手段】3次元位置を検出可能な移動体(ドローン10)に搭載された放射線検出器(コンプトンカメラ20)を用いて放射線を測定し、前記移動体(10)の移動に伴って得られる複数位置での前記放射線検出器(20)による測定結果と前記移動体(10)の3次元位置情報とを用いることによって、放射線分布の3次元マップを作成し、該放射線分布の3次元マップを、3次元の地形データ又は航空写真と重ね合せて表示する際に、放射線検出器(20)による放射線測定値を、地表(6)面の単位面積毎の測定にかかった時間に応じて時間補正する。更に、放射線検出器(20)と地表(6)面の距離に応じて距離補正したり、放射線検出器(20)に対する放射線の入射角度に応じて角度補正したりすることもできる。,https://jopss.jaea.go.jp/search/servlet/search?P50880,2018-173023,2020-046231,7165348,2018/09/14,2020/03/26,2022/10/26,G01T 1/16 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P50880A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P50880A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P50880B.pdf,4,"カメラ, ドローン"
P14098,光無線通信システム、該システム用光受信装置および光無線通信方法,大塚 紀彰 ; 武内 伴照; 柴垣 太郎* ; 野沢 省吾* ; 八束 純司*,【課題】情報を2次元コードに対応した発光パターンで表示可能な表示面をそれぞれ有する複数の送信装置と、複数の送信装置の表示面を撮影するカメラおよびその映像から発光パターンを抽出する抽出部を有する受信装置と、を備える光無線通信システムにおいて、通信状態が変化した場合にでも、複数の送信装置から送信される2次元コードを確実且つ効率よく取得できるようにする。 【解決手段】カメラの画面に対し、送信装置毎にその表示面が含まれる必要十分な領域を設定する。そして、表示面の作動のタイミング、期間および周期に対応して、その設定された領域に対し300F/Sの高速度の画像取り込み処理を実行して光パターンを抽出し、情報復元手段に転送するための画像取り込み処理を行う。,https://jopss.jaea.go.jp/search/servlet/search?P14098,2017-057879,2018-160840,6829439,2017/03/23,2018/10/11,2021/01/26,H04B 10/116(2013.01):H04B 10/516(2013.01):H04B 10/69 (2013.01):H04L 7/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P14098A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P14098A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P14098B.pdf,4,"カメラ, 画像"
P13947,レーザー光を用いた溶断・破砕適応制御装置,村松 壽晴 ; 山田 知典 ; 羽成 敏秀 ; 武部 俊彦 ; 松永 幸大; 酒井 英明* ; 碓井 秀三* ; 中田 正宏* ; 坪井 昭彦* ; 社本 英泰*,【課題】異なる材料が混在して、無定形で不規則な外形を有する処理対象物を、その材料に対応して溶断あるいは破砕できるレーザー光を用いた溶断・破砕適応制御装置を提供する。 【解決手段】レーザー加工ヘッド6を搭載したロボット1、対象物19の状態を検出する検出部3、検出情報に基づいてロボット1を制御する制御部2を備え、検出部3は対象物19からのレーザー光8の反射光25を受光し、反射光25に基づいて対象物19の形状を認識するレーザースキャナ12、反射光25に基づいて対象物19の材質を検出する分光計1と、反射光25に基づいて対象物19の溶断の有無を検出する温度計13を有し、制御部2は検出部3からの情報に基づいて、ロボットをするロボット制御部と、レーザー光8を制御するレーザー光制御部9を有している。,https://jopss.jaea.go.jp/search/servlet/search?P13947,2014-016086,2015-139820,6265417,2014/01/30,2015/08/03,2018/01/05,B23K 26/38 (2014.01):B23K 26/00 (2014.01):B23K 26/03 (2006.01):B23K 26/08 (2014.01):B23K 26/044(2014.01):B23K 26/142(2014.01):B23K 26/16 (2006.01):G21F 9/30 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13947A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13947A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13947B.pdf,4,"ロボット, 認識"
P13787,垂直面線量率マップ作成装置,三村 竜二 ; 川妻 伸二 ; 岡田 尚; 斉藤 義彦*,【課題】立木や建物の側壁など、垂直面におけるγ線の線量率マップを精確に作成するための装置を提供すること。 【解決手段】伸縮可能なロッドの先端にガイガーミューラ管を取り付け、高所におけるγ線の線量率を測定すると共に、その位置を把握するために、そのGM管と実質的に同位置のロッド上に赤外線発光部を設け、かつロッドの位置から離れた個所に赤外線カメラと可視光カメラを設置して、両者のカメラで撮像された映像を画像処理することで、赤外線発光部の位置とその位置での線量率を、可視光カメラで捉えた測定対象物上に重ねて表示するようにしている。この操作を順次位置を変えながら繰り返すことにより、例えば、建物側壁面などの線量率の分布を建物側壁の可視光写真上に表示する。,https://jopss.jaea.go.jp/search/servlet/search?P13787,2012-114349,2013-242181,6004393,2012/05/18,2013/12/05,2016/09/16,G01T 1/16 (2006.01):G01T 1/167(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13787A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13787A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13787B.pdf,4,"カメラ, 画像"
